Coin,Name,Symbol,PCoin,PPrice,Trend_4H,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
HC,HC/USDT,hcusdt,4,4,1,0.2818,0.2817,2,1,1,1,0.1693,0.1325,0.1205,0.1842,0.1842,0.1205,0.2711,0.1842,0.3387,0.3387,False,True,0,0.1205,0.1325,0.1842,0.1525
BSV*(-3),BSV*(-3)/USDT,bsv3susdt,4,8,1,0.0001268,0.00025688,1,2,1,1,0.00021802,0.00017429,0.00013372,0.00025688,10000.00014715,0.00013372,0.00018931,0.00025688,6.851e-05,6.851e-05,False,False,1,0.00013372,0.00013372,0.00021802,0.00020994
BAL,BAL/USDT,balusdt,2,4,1,0.0,9.8261,0,1,0,0,8.5491,7.3791,8.1014,9.8261,10007.6833,8.1014,14.2163,9.8261,14.2163,14.2163,False,False,0,8.1014,7.3791,9.8149,7.6624
GF,GF/USDT,gfusdt,4,4,1,0.0,0.9082,0,1,0,1,0.6282,0.4572,0.8494,0.9082,10000.4923,0.8494,1.24,0.9082,1.2657,1.2657,False,False,0,0.8494,0.4572,0.9082,0.4914
XMR,XMR/USDT,xmrusdt,4,2,0,164.63,233.89,1,0,1,0,189.63,164.63,164.63,179.7,179.7,-9835.37,164.63,174.48,237.34,237.34,False,False,1,179.7,169.0,189.63,174.94
KAVA,KAVA/USDT,kavausdt,2,4,0,2.1979,3.9073,2,1,1,1,2.6807,2.215,2.2619,2.7248,2.7248,2.2619,2.2619,2.7248,4.1864,4.1864,True,True,0,2.8798,2.215,2.7248,2.6103
T,T/USDT,tusdt,4,4,1,0.0,0.0678,1,2,1,0,0.0663,0.0458,0.037,0.0678,10000.0411,0.037,0.1088,0.0678,0.1088,0.1088,False,False,1,0.037,0.037,0.0663,0.0481
LOOT,LOOT/USDT,lootusdt,4,4,1,0.0,1.175,0,1,0,0,1.0939,1.0915,1.1607,1.175,10001.092,1.1607,1.4817,1.175,1.4817,1.4817,False,False,0,0.0,1.0915,1.175,1.0918
VSYS,VSYS/USDT,vsysusdt,2,6,2,0.0,0.0,1,2,0,1,0.004817,0.00404,0.003419,0.0073,10000.00403,0.003419,0.0113,0.0111,0.0113,0.0113,False,False,1,0.0117,0.003419,0.004817,0.004395
GMEE,GMEE/USDT,gmeeusdt,4,4,2,0.0201,0.0575,0,1,1,1,0.0203,0.0172,0.0201,0.024,10000.0195,-9999.9775,0.0201,0.0232,0.049,0.049,False,False,0,0.024,0.0172,0.024,0.0192
DOSE,DOSE/USDT,doseusdt,4,4,1,0.0,0.1091,2,1,1,0,0.0375,0.0283,0.0225,0.0405,0.0405,0.0225,0.142,0.0405,0.142,0.142,False,True,0,0.0225,0.0283,0.0405,0.0354
MBOX,MBOX/USDT,mboxusdt,4,4,0,0.9868,2.4296,1,0,1,0,1.2894,0.9952,0.9868,1.0889,1.0889,-9998.9131,0.9868,1.0764,2.5451,2.5451,False,False,1,1.0889,0.9868,1.2894,1.0384
BETH,BETH/USDT,bethusdt,6,2,1,0.0,2720.0,1,2,1,0,2075.09,1742.07,1640.55,2720.0,11841.130000000001,1640.55,2786.92,2720.0,2786.92,2786.92,False,False,1,1640.55,1640.55,2075.09,1832.33
TOP,TOP/USDT,topusdt,4,6,1,0.0,0.000649,1,2,1,1,0.0006,0.000395,0.000345,0.000649,10000.00042,0.000345,0.000582,0.000649,0.000624,0.000624,False,False,1,0.000345,0.000345,0.0006,0.000441
WOO,WOO/USDT,woousdt,2,5,1,0.0,0.39147,1,2,1,1,0.20549,0.18135,0.17139,0.22301,0.22301,0.17139,0.17139,0.22301,0.45024,0.45024,True,True,1,0.14589,0.17139,0.20549,0.19167
ZKS,ZKS/USDT,zksusdt,4,4,2,0.0,0.0,1,2,0,0,0.0662,0.0461,0.044,0.1329,10000.0477,0.044,0.0928,0.0928,0.0928,0.0928,False,False,1,0.0,0.044,0.0662,0.0555
BREED,BREED/USDT,breedusdt,4,4,1,0.0,0.2076,0,1,0,1,0.1577,0.1038,0.16,0.2076,10000.1086,0.16,0.4131,0.2076,0.4131,0.4131,False,False,0,0.16,0.1038,0.2076,0.1064
LAMB,LAMB/USDT,lambusdt,4,6,1,0.003117,0.002647,1,2,1,1,0.00217,0.001895,0.001048,0.002647,10000.001226,0.001048,0.003117,0.002647,0.003819,0.003819,False,False,1,0.001048,0.001048,0.00217,0.001971
JST,JST/USDT,jstusdt,2,6,1,0.038874,0.043302,0,1,0,1,0.041472,0.037726,0.040172,0.043302,10000.039463,0.040172,0.040172,0.043302,0.069639,0.069639,False,False,0,0.046839,0.037726,0.043302,0.039168
COTI,COTI/USDT,cotiusdt,2,4,1,0.1863,0.1734,2,1,1,1,0.1148,0.1037,0.101,0.1156,0.1156,0.101,0.101,0.1156,0.2244,0.2244,True,True,0,0.0838,0.1037,0.1156,0.1075
VR,VR/USDT,vrusdt,4,4,2,0.0904,0.066,1,2,1,1,0.0622,0.053,0.053,0.09,0.09,0.053,0.053,0.09,0.1433,0.1433,True,True,1,0.0229,0.053,0.0622,0.0538
VALUE,VALUE/USDT,valueusdt,4,4,0,0.1001,0.2282,1,0,1,0,0.1912,0.1268,0.1001,0.1333,0.1333,-9999.8367,0.1001,0.1333,0.3304,0.3304,False,False,1,0.1,0.1001,0.1912,0.1726
HOTCROSS,HOTCROSS/USDT,hotcrossusdt,4,4,2,0.0,0.0,0,1,0,0,0.0733,0.0573,0.1536,0.1619,10000.0709,-9999.7726,0.2294,0.2294,0.2294,0.2294,False,False,0,0.0,0.0573,0.1619,0.0708
XCAD,XCAD/USDT,xcadusdt,4,4,0,2.0802,3.6976,1,0,1,0,3.1505,2.8533,2.0802,2.4167,2.4167,-9997.0433,2.0802,2.26,2.5477,2.5477,False,False,1,2.4167,2.0802,3.1505,3.0038
AURY,AURY/USDT,auryusdt,4,4,1,0.0,4.7104,0,1,0,0,4.0378,4.0194,4.6481,4.7104,10004.0378,4.6481,9.5188,4.7104,9.5188,9.5188,False,False,0,4.6481,4.0194,4.7104,4.0239
BHD,BHD/USDT,bhdusdt,4,4,2,0.0599,0.0681,2,0,1,1,0.0688,0.0541,0.055,0.0618,0.0615,-9999.9384,0.0599,0.0618,0.2232,0.2232,False,False,0,0.055,0.0541,0.0615,0.0669
CTX(C2X),CTX(C2X)/USDT,ctxc2xusdt,4,6,1,0.0,2.359999,1,2,1,0,1.198651,1.094675,1.032663,1.393879,1.393879,1.032663,1.032663,1.393879,3.668911,3.668911,True,True,1,0.37095,1.032663,1.198651,1.160557
EM,EM/USDT,emusdt,2,6,2,0.0,0.001446,1,0,1,0,0.0037,0.001313,0.001053,0.001446,10000.001105,-9999.997979,0.001068,0.001446,0.002271,0.002271,False,False,1,0.001053,0.001053,0.0037,0.002021
ACH,ACH/USDT,achusdt,4,6,1,0.0,0.021917,0,1,0,1,0.019739,0.013116,0.017625,0.021917,10000.016292,0.017625,0.033682,0.021917,0.033682,0.033682,False,False,0,0.017625,0.013116,0.021917,0.016146
MPL,MPL/USDT,mplusdt,4,4,2,23.3006,23.5617,0,0,1,0,27.012,22.7074,23.3006,23.4816,10025.35,-9975.8125,23.3006,23.4816,56.522,56.522,False,False,1,23.1431,23.3006,27.012,24.1875
ELU,ELU/USDT,eluusdt,4,6,2,0.0,0.0,0,0,0,0,0.24,0.05,0.093984,0.093984,10000.055396,-9999.905422,0.093984,0.093984,0.093984,0.093984,False,False,1,0.0,0.05,0.24,0.054259
NODE,NODE/USDT,nodeusdt,2,6,1,0.0,6.4e-05,0,1,0,0,4.5e-05,1.9e-05,4.3e-05,6.4e-05,10000.000033,4.3e-05,5.3e-05,6.4e-05,5.3e-05,5.3e-05,False,False,0,0.0,1.9e-05,6.4e-05,3.3e-05
ETH*3,ETH*3/USDT,eth3lusdt,4,4,1,0.0,2.0419,2,1,1,0,0.5504,0.4512,0.4393,0.5549,0.5549,0.4393,0.4393,0.5549,2.0417,2.0417,True,True,0,0.3931,0.4512,0.5549,0.4746
ZKP,ZKP/USDT,zkpusdt,4,4,0,0.0856,0.29,2,1,1,1,0.155,0.1536,0.0856,0.2102,0.2102,-9999.8366,0.0856,0.1061,0.2102,0.2102,False,False,0,0.2102,0.1536,0.2102,0.1536
GARI,GARI/USDT,gariusdt,2,6,1,0.590655,0.78901,0,1,0,1,0.671002,0.638371,0.727101,0.78901,10000.662419,0.727101,0.727101,0.78901,0.398582,0.398582,False,False,0,0.755342,0.638371,0.78901,0.655953
VEMP,VEMP/USDT,vempusdt,3,5,2,0.07132,0.0,2,1,0,1,0.04354,0.03461,0.02303,0.04355,0.04355,0.02303,0.07132,0.04355,0.11934,0.11934,False,True,0,0.08737,0.03461,0.04355,0.03673
NT,NT/USDT,ntusdt,4,6,1,0.0,0.0143,0,1,0,0,0.011195,0.007717,0.0105,0.0143,10000.0094,0.0105,0.0162,0.0143,0.0162,0.0162,False,False,0,0.0,0.007717,0.0143,0.0087
CMT,CMT/USDT,cmtusdt,4,6,0,0.002828,0.004539,1,0,1,0,0.004231,0.003294,0.002828,0.0035,0.0035,-9999.996486,0.002828,0.0035,0.004968,0.004968,False,False,1,0.002502,0.002828,0.004231,0.003685
RNDR,RNDR/USDT,rndrusdt,4,4,0,0.7994,1.6173,1,2,1,1,0.9459,0.8517,0.8178,1.1079,1.1079,0.8178,0.8178,0.8714,1.8956,1.8956,True,False,1,1.1079,0.8178,0.9459,0.8798
NCT,NCT/USDT,nctusdt,4,6,2,0.0,0.027894,1,0,1,0,0.045,0.023262,0.011986,0.027894,10000.013795,-9999.969078,0.033863,0.027894,0.033863,0.033863,False,False,1,0.011986,0.011986,0.045,0.031276
HEC,HEC/USDT,hecusdt,4,4,1,0.0,0.3437,0,1,0,1,0.3437,0.3,0.3181,0.3437,10000.3144,0.3181,0.3473,0.3437,0.9835,0.9835,False,False,0,0.3181,0.3,0.3425,0.314
ZEC*(-3),ZEC*(-3)/USDT,zec3susdt,4,10,1,9.84e-08,1.535e-07,0,1,0,1,1.285e-07,9.93e-08,1.163e-07,1.535e-07,10000.00000012,1.163e-07,1.567e-07,1.535e-07,1.614e-07,1.614e-07,False,False,0,1.163e-07,9.93e-08,1.417e-07,1.222e-07
LOVE,LOVE/USDT,loveusdt,2,8,0,0.005529,0.00557758,1,0,1,0,0.00596772,0.00588899,0.005529,0.005727,0.005727,-9999.99411088,0.005529,0.00557758,0.00540678,0.00540678,False,False,1,0.00425894,0.005529,0.00596772,0.0059368
DTA,DTA/USDT,dtausdt,4,8,1,0.0,6.124e-05,0,1,0,1,5e-05,2.344e-05,5.1e-05,6.124e-05,10000.00003568,5.264e-05,5.1e-05,6.124e-05,5.168e-05,5.168e-05,False,False,0,5.168e-05,2.344e-05,6.124e-05,3.568e-05
ENJ,ENJ/USDT,enjusdt,4,4,1,0.0,0.9048,1,2,1,1,0.7786,0.5757,0.4855,0.9048,10000.5927,0.4855,1.3832,0.9048,1.3832,1.3832,False,False,1,0.4855,0.4855,0.7786,0.6734
UMA,UMA/USDT,umausdt,4,4,0,2.6696,4.8491,1,0,1,0,4.1857,2.7923,2.6696,3.5215,3.5215,-9996.8443,2.6696,3.5215,6.0439,6.0439,False,False,1,2.1917,2.6696,4.1857,3.7373
GALFT,GALFT/USDT,galftusdt,6,4,1,2.941,3.0623,0,1,0,1,2.63,1.7567,2.8723,3.0623,10002.3277,2.8723,2.941,3.0623,3.1331,3.1331,False,False,0,4.0014,1.7567,3.0623,2.2755
EDEN,EDEN/USDT,edenusdt,4,4,1,0.2293,0.1543,0,1,0,1,0.1337,0.1162,0.136,0.1543,10000.1321,0.136,0.1427,0.1543,0.2794,0.2794,False,False,0,0.136,0.1162,0.1538,0.1271
FOX,FOX/USDT,foxusdt,4,4,1,0.2548,0.2733,0,1,1,0,0.2298,0.1452,0.233,0.2377,10000.1681,0.2548,0.2548,0.2733,0.3421,0.3421,False,False,0,0.233,0.1452,0.2377,0.165
XCN,XCN/USDT,xcnusdt,4,6,2,0.090869,0.088107,0,0,1,0,0.140285,0.073022,0.090869,0.105782,10000.090715,-9999.906114,0.090869,0.085398,0.112708,0.112708,False,False,1,0.105782,0.090869,0.140285,0.090419
OGN,OGN/USDT,ognusdt,2,4,1,0.0,0.333,2,1,1,0,0.2544,0.2276,0.2102,0.2707,0.2707,0.2102,0.2102,0.2707,0.6245,0.6245,True,True,0,0.1485,0.2276,0.2707,0.2356
ERTHA,ERTHA/USDT,erthausdt,2,6,2,0.0,0.02392,2,0,1,1,0.026394,0.013188,0.012646,0.020646,0.020646,-9999.979708,0.0502,0.020646,0.0502,0.0502,False,False,0,0.012646,0.013188,0.020646,0.018693
PERP,PERP/USDT,perpusdt,4,4,0,1.0417,2.4066,1,0,1,0,1.2703,1.0865,1.0417,1.1641,1.1641,-9998.9135,1.0417,1.1641,3.8156,3.8156,False,False,1,1.0251,1.0417,1.2703,1.171
LOOM,LOOM/USDT,loomusdt,2,6,1,0.04046,0.057536,0,1,0,1,0.052724,0.046807,0.048612,0.057536,10000.050587,0.048612,0.048612,0.057536,0.080291,0.080291,False,False,0,0.056163,0.046807,0.057536,0.049369
SC,SC/USDT,scusdt,2,6,1,0.004535,0.005699,2,1,1,1,0.005361,0.004821,0.004693,0.005396,0.005396,0.004693,0.005032,0.005396,0.009858,0.009858,False,True,0,0.004693,0.004821,0.005396,0.004982
DAC,DAC/USDT,dacusdt,2,6,2,0.000128,0.0,0,1,0,0,0.000106,4.8e-05,0.000111,0.000145,10000.000073,-9999.999857,0.000128,0.000132,0.000125,0.000125,False,False,0,0.000141,4.8e-05,0.000145,7.3e-05
LPT,LPT/USDT,lptusdt,4,4,1,22.9748,19.4935,1,2,1,1,16.9308,14.0576,13.2153,16.5103,16.5103,13.2153,13.2153,16.5103,21.902,21.902,True,True,1,11.627,13.2153,16.9308,14.9701
TT,TT/USDT,ttusdt,2,6,0,0.005454,0.007177,2,1,1,1,0.006203,0.005624,0.005454,0.007462,0.007462,-9999.993556,0.005454,0.006144,0.011288,0.011288,False,False,0,0.007462,0.005624,0.007462,0.005952
SD,SD/USDT,sdusdt,4,4,2,0.0,4.9649,2,0,1,1,1.4586,1.0109,0.8449,1.295,1.295,-9998.8226,4.6586,1.295,4.6586,4.6586,False,False,0,0.8449,1.0109,1.295,1.1619
API3,API3/USDT,api3usdt,4,4,0,1.6699,3.6888,1,2,1,1,1.9656,1.698,1.5972,1.9972,1.9972,1.5972,1.5972,1.9381,4.0787,4.0787,True,False,1,1.9972,1.5972,1.9656,1.8123
