Coin,Name,Symbol,PCoin,PPrice,Trend_1D,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
AAVE,AAVE/USDT,aaveusdt,4,4,2,146.5483,245.3278,0,1,1,1,98.148,64.8477,146.5483,261.1048,10096.8875,-9775.0,146.5483,165.6521,333.8069,333.8069,False,False,0,261.1048,64.8477,261.1048,92.0114
LINK,LINK/USDT,linkusdt,2,4,1,14.2926,14.6137,0,1,0,1,7.9881,5.5187,13.3254,14.6137,10007.4036,13.3254,14.2926,14.6137,32.7986,32.7986,False,False,0,18.329,5.5187,14.6137,7.2418
JST,JST/USDT,jstusdt,2,6,2,0.0,0.051615,2,1,1,1,0.046839,0.035251,0.034842,0.116486,0.116486,-9999.93451,0.048235,0.051615,0.083132,0.083132,False,False,0,0.034842,0.035251,0.116486,0.041721
STN,STN/USDT,stnusdt,2,4,2,0.0,0.0,0,1,0,0,0.0341,0.0304,0.1228,0.1689,10000.032,-9999.5074,0.498,0.498,0.498,0.498,False,False,0,0.0,0.0304,0.1689,0.0307
KT,KT/USDT,ktusdt,4,6,2,0.0,0.0,0,1,0,0,0.009472,0.002201,0.0418,0.12,10000.00475,-9999.957591,0.0418,0.0418,0.0418,0.0418,False,False,0,0.0,0.002201,0.12,0.004541
BSV*(-3),BSV*(-3)/USDT,bsv3susdt,4,8,2,0.0,0.0,2,1,0,0,0.00023675,0.00013372,2.52e-05,0.00029824,0.00029824,-9999.99981141,5.72e-05,5.72e-05,5.72e-05,5.72e-05,False,False,0,0.0,0.00013372,0.00029824,0.00018672
CVP,CVP/USDT,cvpusdt,4,4,2,0.0,1.1112,0,1,1,0,0.5105,0.2221,0.6707,1.4076,10000.3593,-9999.3282,1.7447,1.1112,1.7447,1.7447,False,False,0,0.6707,0.2221,1.4076,0.3457
PEOPLE,PEOPLE/USDT,peopleusdt,4,6,2,0.049978,0.0,1,2,0,1,0.043445,0.017157,0.01021,0.089519,10000.019985,0.01021,0.049978,0.076889,0.14336,0.14336,False,False,1,0.089519,0.01021,0.043445,0.030339
PUSH,PUSH/USDT,pushusdt,4,4,1,0.0,1.0568,0,1,0,1,0.6968,0.45,0.9105,1.0568,10000.5387,0.9105,0.9105,1.0568,2.6273,2.6273,False,False,0,0.9031,0.45,1.0568,0.5254
OCEAN,OCEAN/USDT,oceanusdt,4,4,2,0.4039,0.8343,0,1,1,1,0.251,0.1671,0.4039,0.7471,10000.251,-9999.4801,0.4039,0.5097,0.7609,0.7609,False,False,0,0.7471,0.1671,0.7471,0.2362
USDC,USDC/USDT,usdcusdt,4,4,0,0.0,0.0,1,0,0,0,1.15,0.9,0.9961,0.999,0.999,-9998.999,0.999,0.999,0.999,0.999,False,False,1,0.0,0.9961,1.15,1.0012
YAM,YAM/USDT,yamusdt,4,4,1,0.0,0.2992,1,2,1,0,0.2637,0.1256,0.103,0.2992,10000.1205,0.103,0.6492,0.2992,0.6492,0.6492,False,False,1,0.103,0.103,0.2637,0.222
SOFI,SOFI/USDT,sofiusdt,4,4,1,0.0,0.5806,0,1,0,1,0.1584,0.1116,0.2722,0.5806,10000.1223,0.2722,0.5258,0.5806,0.5258,0.5258,False,False,0,0.2722,0.1116,0.5806,0.1186
RIFI,RIFI/USDT,rifiusdt,4,4,2,0.0,0.0,0,1,0,0,0.0609,0.0228,1.5204,3.91,10000.0301,1.5204,1.5204,1.5204,1.5204,1.5204,False,False,0,0.0,0.0228,3.91,0.0263
ADP,ADP/USDT,adpusdt,4,6,0,0.0,0.0,0,0,0,0,0.029944,0.021816,0.015227,0.015227,0.015227,-9999.977148,0.015227,0.015227,0.015227,0.015227,False,False,1,0.0,0.011441,0.029944,0.023962
ABBC,ABBC/USDT,abbcusdt,4,4,1,0.0,0.126,2,1,1,0,0.0945,0.0778,0.0673,0.0945,0.0941,0.0673,0.1558,0.0945,0.1558,0.1558,False,True,0,0.0673,0.0778,0.0941,0.0884
ADA,ADA/USDT,adausdt,4,6,1,0.777175,0.905693,0,1,0,1,0.614232,0.402168,0.73507,0.905693,10000.548821,0.73507,0.777175,0.905693,1.969216,1.969216,False,False,0,1.245516,0.402168,0.905693,0.534793
XCAD,XCAD/USDT,xcadusdt,4,4,2,0.0,0.0,1,2,0,0,4.0489,2.6607,1.7153,4.9696,10002.348,1.7153,2.4963,2.4963,2.4963,2.4963,False,False,1,0.0,1.7153,4.0489,3.7677
NSURE,NSURE/USDT,nsureusdt,4,4,1,0.0,0.0972,0,1,0,0,0.032,0.0156,0.0795,0.0972,10000.0226,0.0795,0.2355,0.0972,0.2355,0.2355,False,False,0,0.0795,0.0156,0.0972,0.0213
ETC,ETC/USDT,etcusdt,4,4,2,25.003,0.0,0,1,0,1,22.8225,16.0115,25.003,52.671,10021.107,-9955.4567,25.003,31.5817,52.8508,52.8508,False,False,0,52.671,16.0115,52.671,20.6602
NT,NT/USDT,ntusdt,4,6,1,0.0,0.0576,0,1,0,0,0.012,0.007717,0.0302,0.0576,10000.010409,0.0302,0.1136,0.0576,0.1136,0.1136,False,False,0,0.0302,0.007717,0.0576,0.0099
AXS,AXS/USDT,axsusdt,4,4,1,0.0,75.4557,0,1,0,1,26.9134,17.1522,63.9999,75.4557,10021.765,64.8405,63.9999,75.4557,149.3174,149.3174,False,False,0,44.3797,17.1522,75.4557,21.2792
ONIT,ONIT/USDT,onitusdt,4,4,2,0.0,0.0,0,1,0,0,0.0755,0.0232,0.1603,0.217,10000.0628,-9999.8387,0.1603,0.1603,0.1603,0.1603,False,False,0,0.0,0.0232,0.217,0.0586
HPT,HPT/USDT,hptusdt,4,6,1,0.0,0.002789,0,1,0,0,0.002207,0.002,0.0022,0.002789,10000.002006,0.0022,0.007596,0.002789,0.007596,0.007596,False,False,0,0.0,0.002,0.002789,0.002001
YEE,YEE/USDT,yeeusdt,2,6,1,0.0,0.001054,1,2,1,0,0.00048,0.000156,0.000103,0.001054,10000.000164,0.000103,0.004034,0.001054,0.004034,0.004034,False,False,1,0.000103,0.000103,0.00048,0.000215
FIL*(-3),FIL*(-3)/USDT,fil3susdt,4,8,0,8.9e-06,4e-05,2,1,1,1,0.00011178,5.128e-05,8.9e-06,0.0001288,0.0001288,-9999.9999321,8.9e-06,1.822e-05,7.36e-06,7.36e-06,False,False,0,0.0001288,5.128e-05,0.0001288,6.551e-05
NFT,NFT/USDT,nftusdt,0,10,1,0.0,2.1409e-06,0,1,0,0,9.834e-07,6.873e-07,1.49e-06,2.1409e-06,10000.0000008122,1.49e-06,2.6074e-06,2.1409e-06,4.4183e-06,4.4183e-06,False,False,0,1.49e-06,6.873e-07,2.1409e-06,7.975e-07
LUNR,LUNR/USDT,lunrusdt,4,4,2,0.0,0.0,0,1,0,0,0.54,0.2145,0.4753,0.6685,10000.3026,0.4753,0.4753,0.4753,0.4753,0.4753,False,False,0,0.0,0.2145,0.6685,0.2902
INJ,INJ/USDT,injusdt,4,4,1,0.0,5.3592,0,1,0,0,2.7416,1.5375,3.425,5.3592,10002.3521,3.425,11.4481,5.3592,11.4481,11.4481,False,False,0,3.425,1.5375,5.3592,2.2345
SPA,SPA/USDT,spausdt,2,6,2,0.089042,0.064764,0,1,1,1,0.122331,0.049772,0.089042,0.244017,10000.053877,-9999.788231,0.089042,0.064764,0.061533,0.061533,False,False,0,0.244017,0.049772,0.244017,0.052749
STG,STG/USDT,stgusdt,4,4,1,0.0,1.3418,0,1,0,0,0.7667,0.5324,0.8728,1.3418,10000.6526,0.8728,2.1301,1.3418,2.1301,2.1301,False,False,0,0.0,0.5324,1.3418,0.6235
HUNT,HUNT/USDT,huntusdt,4,4,2,0.0,0.0,0,1,0,0,0.5711,0.3173,0.7847,1.0482,10000.5711,0.7847,0.7847,0.7847,0.7847,0.7847,False,False,0,0.0,0.3173,1.0482,0.5079
BOSON,BOSON/USDT,bosonusdt,4,4,2,0.0,0.0,1,2,0,0,0.5454,0.2812,0.2937,0.98,10000.4005,0.2937,0.6788,0.6788,0.6788,0.6788,False,False,1,0.0,0.2937,0.5454,0.3969
MOOV,MOOV/USDT,moovusdt,4,6,1,0.0,0.06,0,1,0,0,0.030399,0.007223,0.034068,0.06,10000.015628,0.034068,0.061,0.06,0.061,0.061,False,False,0,0.0,0.007223,0.06,0.01411
SKL,SKL/USDT,sklusdt,4,6,1,0.107535,0.204831,0,1,0,1,0.098163,0.060161,0.153391,0.204831,10000.084452,0.153391,0.153391,0.204831,0.359997,0.359997,False,False,0,0.332058,0.060161,0.204831,0.082492
TALK,TALK/USDT,talkusdt,4,6,1,0.0,0.52,0,1,0,0,0.25,0.121953,0.204101,0.52,10000.185831,0.204101,0.9905,0.52,0.9905,0.9905,False,False,0,0.0,0.121953,0.52,0.175176
MLN,MLN/USDT,mlnusdt,4,4,1,0.0,48.3521,0,1,0,1,74.9783,22.1393,44.3826,48.3521,10031.2889,44.3826,44.3826,48.3521,135.5924,135.5924,False,False,0,44.389,22.1393,48.3521,30.6284
STARLY,STARLY/USDT,starlyusdt,4,4,1,0.0,0.6501,1,2,1,0,0.5268,0.4474,0.1737,0.6501,10000.2479,0.1737,0.5713,0.6501,1.3634,1.3634,False,False,1,0.1737,0.1737,0.5268,0.479
BTC*(-1),BTC*(-1)/USDT,btc1susdt,4,4,0,0.6115,0.7154,1,0,1,0,0.8778,0.7578,0.6115,0.619,0.619,-9999.2278,0.6115,0.619,0.5216,0.5216,False,False,1,0.654,0.6115,0.8778,0.7747
CVX,CVX/USDT,cvxusdt,4,4,1,0.0,30.4371,0,1,0,0,10.3357,9.3753,25.2893,30.4371,10010.055,25.2893,25.2893,30.4371,40.7251,40.7251,False,False,0,15.0594,9.3753,30.4371,9.7784
CRV,CRV/USDT,crvusdt,4,4,1,1.8681,2.6713,0,1,0,1,1.6918,0.9926,1.9487,2.6713,10001.265,1.9487,1.9487,2.6713,4.0967,4.0967,False,False,0,3.0588,0.9926,2.6713,1.2286
DKA,DKA/USDT,dkausdt,2,6,2,0.073181,0.215998,0,1,1,1,0.074669,0.034809,0.073181,0.132827,10000.074669,-9999.888753,0.073181,0.107729,0.161623,0.161623,False,False,0,0.132827,0.034809,0.132827,0.064137
SAND,SAND/USDT,sandusdt,4,6,1,0.0,3.096095,0,1,0,0,1.851928,0.96231,2.540161,3.096095,10001.397563,2.540161,2.540161,3.096095,2.520766,2.520766,False,False,0,2.62531,0.96231,3.096095,1.34764
