Coin,Name,Symbol,PCoin,PPrice,Trend_5M,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice
LINK*3,LINK*3/USDT,link3lusdt,4,10,2,6.532e-06,6.5856e-06,1,0,1,1,6.7e-06,6.6998e-06,6.4911e-06,6.5856e-06,10000.0000064913,-9999.9999933,6.5639e-06,6.5856e-06,6.367e-06,6.367e-06,False,False,1,6.4911e-06,6.4911e-06,6.7e-06
XEM,XEM/USDT,xemusdt,4,4,2,0.053,0.0535,1,2,1,1,0.0531,0.053,0.0527,0.0532,10000.0527,0.0527,0.053,0.0531,0.0536,0.0536,False,False,1,0.0532,0.0527,0.0531
VPAD,VPAD/USDT,vpadusdt,4,4,2,0.0,0.0,0,1,0,1,0.205,0.2039,0.2047,0.205,10000.2042,0.2047,0.2047,0.2047,0.2047,0.2047,False,False,0,0.205,0.2039,0.205
MATIC,MATIC/USDT,maticusdt,4,6,1,0.631573,0.643509,1,2,1,1,0.644067,0.642024,0.634092,0.643509,10000.637296,0.634092,0.638209,0.643509,0.636262,0.636262,False,False,1,0.634092,0.634092,0.644067
INDI,INDI/USDT,indiusdt,4,4,2,0.0,0.0,0,0,0,0,0.2339,0.2339,0.2387,0.2387,10000.2339,0.2387,0.2387,0.2387,0.2387,0.2387,False,False,0,0.0,0.2339,0.2387
REQ,REQ/USDT,requsdt,1,4,2,0.0,0.1114,1,0,1,0,0.1117,0.1117,0.1108,0.1114,10000.1108,-9999.8883,0.1109,0.1114,0.1119,0.1119,False,False,1,0.1108,0.1108,0.1117
MASS,MASS/USDT,massusdt,2,4,2,0.0,0.0,2,1,0,0,0.0195,0.019,0.0193,0.0198,0.0198,0.0193,0.0193,0.0198,0.0201,0.0201,True,True,0,0.0,0.019,0.0198
KAVA,KAVA/USDT,kavausdt,2,4,0,2.5231,2.5158,1,0,1,0,2.675,2.6576,2.5231,2.5613,2.5613,-9997.3408,2.5231,2.5158,2.481,2.481,False,False,1,2.4783,2.5231,2.675
FUSE,FUSE/USDT,fuseusdt,4,4,0,0.1436,0.1431,1,0,1,0,0.1441,0.1438,0.1436,0.1438,0.1438,-9999.856,0.1436,0.1438,0.1411,0.1411,False,False,1,0.1453,0.1436,0.1441
KLAY,KLAY/USDT,klayusdt,4,4,2,0.0,0.4248,2,1,1,0,0.4415,0.4315,0.4315,0.4406,0.4406,-9999.5643,0.4221,0.4248,0.4221,0.4221,False,False,0,0.413,0.4315,0.4406
OMG,OMG/USDT,omgusdt,4,4,2,2.4595,2.4692,1,0,1,1,2.4816,2.4621,2.4439,2.474,10002.4571,-9997.5379,2.4595,2.4598,2.4001,2.4001,False,False,1,2.474,2.4439,2.4816
DAO,DAO/USDT,daousdt,4,4,2,1.7482,1.6697,0,1,1,1,1.7403,1.72,1.73,1.7811,10001.7202,-9998.2189,1.7482,1.6995,1.6039,1.6039,False,False,0,1.7783,1.72,1.7811
OPUL,OPUL/USDT,opulusdt,4,4,1,0.1859,0.1848,1,2,1,1,0.1845,0.184,0.1819,0.1848,10000.1823,0.1819,0.1859,0.1848,0.1764,0.1764,False,False,1,0.1819,0.1819,0.1845
VR,VR/USDT,vrusdt,4,4,1,0.0544,0.0562,1,2,1,1,0.0556,0.0531,0.053,0.0562,10000.0543,0.053,0.0544,0.0562,0.0562,0.0562,False,False,1,0.053,0.053,0.0556
BNB,BNB/USDT,bnbusdt,4,2,2,305.29,307.26,2,1,1,1,307.86,306.18,305.13,307.94,307.94,-9692.77,305.93,307.26,302.63,302.63,False,False,0,305.13,306.18,307.94
FORTH,FORTH/USDT,forthusdt,4,4,0,3.3391,3.3452,1,0,1,0,3.5442,3.3457,3.3391,3.3491,3.3491,-9996.6433,3.3391,3.3452,3.3495,3.3495,False,False,1,3.282,3.3391,3.5442
LMR,LMR/USDT,lmrusdt,4,4,1,0.0,0.0383,2,1,1,0,0.0378,0.0378,0.0378,0.0379,0.0379,0.0378,0.0382,0.0379,0.0398,0.0398,False,True,0,0.0378,0.0378,0.0379
APN,APN/USDT,apnusdt,2,6,0,0.0,0.0,1,2,0,1,0.002587,0.002587,0.002585,0.002856,0.002856,0.002585,0.002585,0.002551,0.002551,0.002551,True,False,1,0.002856,0.002585,0.002587
XRT,XRT/USDT,xrtusdt,4,4,2,4.3054,4.3676,0,1,1,1,4.3916,4.2854,4.3054,4.4012,10004.3788,-9995.6889,4.3054,4.3676,4.339,4.339,False,False,0,4.4012,4.2854,4.4012
BBF,BBF/USDT,bbfusdt,4,4,2,0.0,0.0,0,0,0,0,28.4982,25.1,27.206,27.2838,10027.2746,-9972.6129,27.206,27.206,27.206,27.206,False,False,0,0.0,25.1,27.2838
MANA,MANA/USDT,manausdt,2,4,2,1.0568,1.0737,1,2,1,1,1.0863,1.0826,1.0668,1.0891,1.0891,1.0668,1.0668,1.0891,1.0642,1.0642,True,True,1,1.0644,1.0668,1.0863
BAGS,BAGS/USDT,bagsusdt,4,4,1,1.3247,1.3496,2,1,1,1,1.3229,1.285,1.286,1.41,1.41,1.286,1.3247,1.41,1.3159,1.3159,False,True,0,1.286,1.285,1.41
STRM,STRM/USDT,strmusdt,4,4,2,0.0,0.0,2,1,0,0,0.232,0.2246,0.2238,0.235,0.235,-9999.7682,0.229,0.229,0.229,0.229,False,False,0,0.0,0.2246,0.235
BHD,BHD/USDT,bhdusdt,4,4,0,0.0,0.0,2,0,0,1,0.0688,0.0589,0.0565,0.0626,0.0626,-9999.934,0.0565,0.0565,0.0565,0.0565,False,False,0,0.0626,0.0589,0.0626
KMA,KMA/USDT,kmausdt,2,6,0,0.002057,0.001969,1,2,1,1,0.002146,0.002081,0.002067,0.002446,0.002446,0.002067,0.002067,0.002017,0.002013,0.002013,True,False,1,0.002446,0.002067,0.002146
RACA,RACA/USDT,racausdt,4,6,2,0.000549,0.000543,2,1,1,1,0.000557,0.000556,0.000541,0.000559,0.000559,-9999.999442,0.000549,0.000543,0.000541,0.000541,False,False,0,0.000556,0.000556,0.000559
FIL*3,FIL*3/USDT,fil3lusdt,4,9,2,9.921e-06,1.0266e-05,1,0,1,1,1.0399e-05,1.0396e-05,1.0046e-05,1.0266e-05,10000.000010071,-9999.999989604,1.0067e-05,1.0266e-05,9.578e-06,9.578e-06,False,False,1,1.0046e-05,1.0046e-05,1.0399e-05
