Coin,Name,Symbol,PCoin,PPrice,Trend_H1,CBuy,CSell,WaveCountUp,WaveCountDown,WaveCountUpAfterD,WaveCountDownAfterD,Upper,Lower,AUp,ADown,BUp,BDown,CUp,CDown,DUp,DDown,MSBuy,MSSell,LastState,LastAPriceAfterD,DownPrice,UpPrice,LPrice
ANT,ANT/USDT,antusdt,2,4,0,1.8438,1.6599,1,2,1,1,2.247,1.9892,1.9815,2.3383,2.3383,1.9815,1.9815,1.7542,1.56,1.56,True,False,1,2.3383,1.9815,2.247,2.0419
CNNS,CNNS/USDT,cnnsusdt,2,6,2,0.000226,0.0,1,0,0,1,0.000272,0.000256,0.000215,0.000269,10000.000222,-9999.999744,0.000226,0.000266,0.000196,0.000196,False,False,1,0.000269,0.000215,0.000272,0.000272
STEEM,STEEM/USDT,steemusdt,4,4,2,0.2787,0.2741,2,1,1,1,0.2929,0.2477,0.2342,0.2937,0.2937,-9999.7255,0.2882,0.2741,0.255,0.255,False,False,0,0.2342,0.2477,0.2937,0.2843
WBTC,WBTC/USDT,wbtcusdt,4,2,0,29914.06,29510.6,2,1,1,1,30160.27,30160.27,29914.06,30349.95,30349.95,20349.93,29914.06,29510.6,29747.32,29747.32,False,False,0,30349.95,30160.27,30349.95,30160.27
TINC,TINC/USDT,tincusdt,4,4,2,0.0,0.0,0,2,0,1,0.8906,0.631,0.735,0.8554,10000.7,0.735,0.7814,0.7814,0.7814,0.7814,False,False,1,0.8554,0.735,0.8906,0.6937
BAGS,BAGS/USDT,bagsusdt,4,4,2,1.1911,1.41,2,1,1,1,1.49,1.3001,1.2406,1.4696,1.4696,-9998.6299,1.286,1.41,1.0766,1.0766,False,False,0,1.2406,1.3001,1.4696,1.39
ONT,ONT/USDT,ontusdt,4,4,0,0.2708,0.2705,2,1,1,1,0.2928,0.2837,0.2708,0.2976,0.2976,-9999.7081,0.2708,0.2767,0.264,0.264,False,False,0,0.2976,0.2837,0.2976,0.29
CMT,CMT/USDT,cmtusdt,4,6,2,0.003327,0.003654,2,1,1,1,0.003923,0.003513,0.003294,0.003889,0.003889,-9999.996121,0.003397,0.003654,0.002929,0.002929,False,False,0,0.003294,0.003513,0.003889,0.003686
SUPER,SUPER/USDT,superusdt,4,4,2,0.1924,0.2025,1,0,1,1,0.2549,0.2254,0.1984,0.2025,10000.1984,-9999.7736,0.1993,0.2025,0.1931,0.1931,False,False,1,0.1984,0.1984,0.2549,0.2276
IOTX,IOTX/USDT,iotxusdt,2,6,0,0.036561,0.032586,2,1,1,1,0.042499,0.041441,0.036561,0.044031,0.044031,-9999.957002,0.036561,0.032586,0.029551,0.029551,False,False,0,0.044031,0.041441,0.044031,0.041586
CAN,CAN/USDT,canusdt,4,6,2,0.0,0.0,0,0,0,0,0.000779,0.000446,0.000454,0.000454,10000.000497,-9999.999448,0.000454,0.000454,0.000454,0.000454,False,False,1,0.0,0.000448,0.000779,0.000555
LPT,LPT/USDT,lptusdt,4,4,0,13.825,14.9968,1,0,1,0,16.9308,14.0576,13.825,14.5595,14.5595,-9984.8322,13.825,14.5595,14.9741,14.9741,False,False,1,13.2153,13.825,16.9308,15.3329
XCN,XCN/USDT,xcnusdt,4,6,0,0.092388,0.097581,1,0,1,0,0.097682,0.097245,0.092388,0.093766,0.093766,-9999.902485,0.092388,0.093766,0.09048,0.09048,False,False,1,0.140285,0.092668,0.097682,0.097623
RUFF,RUFF/USDT,ruffusdt,4,6,2,0.00046,0.000554,1,0,1,1,0.000603,0.000551,0.000543,0.000554,10000.000543,-9999.999444,0.00055,0.000554,0.000488,0.000488,False,False,1,0.000543,0.000543,0.000603,0.000561
CERE,CERE/USDT,cereusdt,4,6,0,0.0084,0.0,1,2,0,1,0.01004,0.009767,0.009801,0.011199,0.011199,0.009801,0.009801,0.011199,0.010119,0.010119,True,True,1,0.012119,0.009801,0.01004,0.010025
XEM,XEM/USDT,xemusdt,4,4,0,0.0528,0.0558,1,0,1,0,0.0726,0.0558,0.0528,0.0544,0.0544,-9999.9429,0.0528,0.0544,0.0564,0.0564,False,False,1,0.0525,0.0528,0.0726,0.0575
NBS,NBS/USDT,nbsusdt,2,6,2,0.004846,0.004791,0,1,1,1,0.004836,0.004179,0.004846,0.0072,10000.004658,-9999.994924,0.004846,0.00514,0.004805,0.004805,False,False,0,0.0072,0.004179,0.0072,0.004611
ETH,ETH/USDT,ethusdt,4,2,2,2069.44,1993.38,1,2,1,1,2057.69,1983.66,1922.94,2064.27,2064.27,1922.94,1922.94,1993.38,2027.62,2027.62,True,False,1,1903.18,1922.94,2057.69,2030.73
WPCI,WPCI/USDT,wpciusdt,4,4,2,0.0,0.0,0,1,0,0,0.4675,0.3918,0.355,0.4185,10000.3572,-9999.5923,0.355,0.355,0.355,0.355,False,False,0,0.0,0.3918,0.4185,0.4065
USDT,USDT/HUSD,usdthusd,4,4,2,0.0,0.0,0,0,0,0,0.9994,0.9984,0.9986,0.9986,10000.9987,-9999.0012,0.9986,0.9986,0.9986,0.9986,False,False,0,0.0,0.9984,0.9987,0.999
STAKE,STAKE/USDT,stakeusdt,4,4,2,6.841,6.7564,1,2,1,1,6.9198,6.9198,6.8212,6.989,6.9797,6.8212,6.8212,6.989,7.2202,7.2202,True,True,1,6.9313,6.8212,6.9198,6.9198
ERN,ERN/USDT,ernusdt,4,4,1,0.0,2.3829,0,1,0,1,2.2352,2.1208,2.2046,2.3829,10002.1313,2.2304,2.2046,2.3829,1.8652,1.8652,False,False,0,1.9415,2.1208,2.3829,2.1232
SOC,SOC/USDT,socusdt,2,6,1,0.002114,0.002276,1,2,1,1,0.002235,0.002058,0.001883,0.002276,10000.002079,0.001883,0.002239,0.002276,0.001981,0.001981,False,False,1,0.001883,0.001883,0.002235,0.00213
LTC*3,LTC*3/USDT,ltc3lusdt,4,6,1,0.003721,0.0044,0,1,0,1,0.0044,0.003806,0.003997,0.0044,10000.003946,0.003997,0.003997,0.0044,0.003437,0.003437,False,False,0,0.004146,0.003806,0.004138,0.003932
KMA,KMA/USDT,kmausdt,2,6,0,0.002168,0.00253,1,0,1,0,0.002504,0.002334,0.002168,0.002228,0.002228,-9999.997666,0.002168,0.002228,0.00188,0.00188,False,False,1,0.001935,0.002168,0.002504,0.002504
RSR,RSR/USDT,rsrusdt,2,6,2,0.004475,0.004336,1,0,1,1,0.005183,0.004832,0.004191,0.004336,10000.004283,-9999.9951,0.004208,0.004336,0.004362,0.004362,False,False,1,0.004191,0.004191,0.005183,0.005011
JUMBO,JUMBO/USDT,jumbousdt,4,4,2,0.0,0.0,0,0,0,0,5.457,2.0,3.6328,3.6328,10003.6877,-9996.3745,3.6328,3.6328,3.6328,3.6328,False,False,1,0.0,2.0,5.457,3.6532
ZIL,ZIL/USDT,zilusdt,4,6,0,0.051077,0.0,2,1,0,1,0.056704,0.054124,0.051077,0.062721,0.062721,-9999.939622,0.051077,0.053521,0.050417,0.050417,False,False,0,0.062721,0.054124,0.062721,0.055535
SPRT,SPRT/USDT,sprtusdt,4,4,2,0.4728,0.5143,0,1,1,1,0.5117,0.4564,0.4728,0.5197,10000.5117,-9999.5036,0.4728,0.5142,0.5381,0.5381,False,False,0,0.5197,0.4564,0.5197,0.5029
ZRX,ZRX/USDT,zrxusdt,2,4,0,0.4258,0.0,2,1,0,1,0.4486,0.4392,0.4331,0.4582,0.4582,0.4331,0.4331,0.4582,0.4162,0.4162,True,True,0,0.4614,0.4392,0.4582,0.4473
AIOZ,AIOZ/USDT,aiozusdt,4,4,2,0.0787,0.1076,1,2,1,1,0.1126,0.1056,0.1054,0.121,0.121,0.1054,0.1054,0.1076,0.0683,0.0683,True,False,1,0.1027,0.1054,0.1126,0.1061
AURY,AURY/USDT,auryusdt,4,4,1,0.0,3.7658,0,1,0,0,3.7445,3.7326,3.7489,3.7658,10003.7326,3.7489,4.6525,3.7658,5.2368,5.2368,False,False,0,3.7489,3.7326,3.7658,3.7326
GRT,GRT/USDT,grtusdt,4,6,0,0.155133,0.16589,1,2,1,1,0.163086,0.159808,0.158539,0.166145,0.166145,0.158539,0.158539,0.166145,0.182775,0.182775,True,True,1,0.168139,0.158539,0.163086,0.162088
SPELL,SPELL/USDT,spellusdt,4,6,2,0.001286,0.001478,2,1,1,1,0.001513,0.001387,0.001229,0.001645,0.001645,-9999.998526,0.001343,0.001478,0.001317,0.001317,False,False,0,0.001229,0.001387,0.001645,0.001479
PAI,PAI/USDT,paiusdt,4,6,0,0.001211,0.001206,1,0,1,0,0.001446,0.001298,0.001211,0.001359,0.001359,-9999.998568,0.001211,0.001206,0.001242,0.001242,False,False,1,0.001051,0.001211,0.001446,0.001432
DOSE,DOSE/USDT,doseusdt,4,4,2,0.0,0.0,2,1,0,1,0.0396,0.0348,0.0285,0.051,0.051,-9999.9612,0.0328,0.0328,0.0328,0.0328,False,False,0,0.0345,0.0348,0.051,0.037
UNI*(-2),UNI*(-2)/USDT,uni2susdt,4,6,1,0.866584,0.749104,2,1,1,1,0.715054,0.705536,0.681468,0.728368,0.728368,0.681468,0.79175,0.728368,0.865288,0.865288,False,True,0,0.681468,0.705536,0.728368,0.710246
SEELE,SEELE/USDT,seeleusdt,2,6,2,0.00713,0.007199,1,0,1,1,0.007561,0.007175,0.007123,0.00724,10000.00715,-9999.9926,0.00713,0.007072,0.00708,0.00708,False,False,1,0.00724,0.007123,0.007561,0.0074
MANA,MANA/USDT,manausdt,2,4,1,0.9951,1.157,2,1,1,1,1.1074,1.0838,1.0242,1.1396,1.1396,1.0242,1.0781,1.1396,1.1837,1.1837,False,True,0,1.0242,1.0838,1.1396,1.1026
TOP,TOP/USDT,topusdt,4,6,2,0.0,0.0,1,0,0,1,0.0006,0.000395,0.000362,0.000418,10000.000402,-9999.999549,0.000417,0.000417,0.000417,0.000417,False,False,1,0.000418,0.000362,0.0006,0.000457
POLC,POLC/USDT,polcusdt,4,4,2,0.08,0.0851,1,0,1,1,0.0926,0.0856,0.0818,0.0851,10000.0851,-9999.9112,0.0825,0.0851,0.0791,0.0791,False,False,1,0.0818,0.0818,0.0926,0.0895
PHCR,PHCR/USDT,phcrusdt,4,6,0,0.000173,0.0,1,0,0,0,0.000194,0.000186,0.000173,0.000176,0.000176,-9999.999808,0.000173,0.000157,0.000157,0.000157,False,False,1,0.0,0.000173,0.000194,0.000192
BTC*3,BTC*3/USDT,btc3lusdt,4,4,0,2.9026,3.2598,1,0,1,0,3.1346,3.0161,2.9026,3.0725,3.0725,-9996.9397,2.9026,2.8714,2.9959,2.9959,False,False,1,3.0725,2.9026,3.1346,3.0538
SOS,SOS/USDT,sosusdt,2,8,0,3e-07,0.0,1,0,0,0,7.7e-07,5.1e-07,3e-07,4.3e-07,4.3e-07,-9999.99999947,3e-07,4.3e-07,2.4e-07,2.4e-07,False,False,1,4.5e-07,3e-07,7.7e-07,5.4e-07
FRONT,FRONT/USDT,frontusdt,4,6,0,0.0,0.0,0,0,0,0,0.321418,0.233965,0.231676,0.231676,0.231676,-9999.731747,0.231676,0.231676,0.231676,0.231676,False,False,1,0.0,0.226174,0.321418,0.269573
CHR,CHR/USDT,chrusdt,2,6,1,0.216337,0.234336,2,1,1,1,0.227974,0.21573,0.215975,0.227974,0.227595,0.215975,0.22281,0.227974,0.213611,0.213611,False,True,0,0.215975,0.21573,0.227595,0.221119
PYR,PYR/USDT,pyrusdt,4,4,0,4.6444,5.0016,2,1,1,1,4.82,4.7436,4.6444,4.8846,4.8846,-9995.1154,4.6444,4.727,4.3419,4.3419,False,False,0,4.8846,4.7436,4.8846,4.756
PRIMATE,PRIMATE/USDT,primateusdt,4,4,0,0.0368,0.0405,2,1,1,1,0.0392,0.0386,0.0368,0.0393,0.0393,-9999.9609,0.0368,0.0378,0.0414,0.0414,False,False,0,0.0393,0.0386,0.0393,0.0388
UNI*2,UNI*2/USDT,uni2lusdt,4,6,0,0.0764,0.0679,1,0,1,0,0.0837,0.081876,0.0764,0.079664,0.079664,-9999.917997,0.0764,0.075997,0.0702,0.0702,False,False,1,0.079664,0.0764,0.0837,0.082003
BRWL,BRWL/USDT,brwlusdt,4,6,1,0.0,0.028,0,2,1,1,0.022717,0.017465,0.01621,0.028,10000.016492,0.01621,0.028093,0.028,0.028093,0.028093,False,False,1,0.01621,0.01621,0.022717,0.018033
DODO,DODO/USDT,dodousdt,4,4,2,0.1556,0.1444,1,0,1,1,0.1504,0.1346,0.1375,0.1444,10000.1411,-9999.8555,0.1395,0.1444,0.1494,0.1494,False,False,1,0.1375,0.1375,0.1504,0.1435
ZEN,ZEN/USDT,zenusdt,4,4,2,19.4719,20.6428,1,2,1,1,21.4059,20.6428,20.6178,21.4603,21.4603,20.6178,20.6178,20.6428,20.7555,20.7555,True,False,1,19.836,20.6178,21.4059,20.9322
SMCW,SMCW/USDT,smcwusdt,4,4,0,0.0639,0.0671,1,0,1,0,0.076,0.064,0.0639,0.0664,0.0664,-9999.9284,0.0639,0.0651,0.0672,0.0672,False,False,1,0.0664,0.0639,0.076,0.0716
OPUL,OPUL/USDT,opulusdt,4,4,2,0.1823,0.1848,1,0,1,1,0.2349,0.2046,0.1819,0.1848,10000.1834,-9999.7907,0.184,0.1848,0.1867,0.1867,False,False,1,0.1819,0.1819,0.2349,0.2093
REN,REN/USDT,renusdt,2,6,2,0.140507,0.147778,1,0,1,1,0.161378,0.148464,0.142455,0.147778,10000.14562,-9999.848481,0.143612,0.147778,0.160419,0.160419,False,False,1,0.142455,0.142455,0.161378,0.152706
DOT*2,DOT*2/USDT,dot2lusdt,4,4,0,0.4567,0.4694,1,2,1,1,0.4598,0.4571,0.4571,0.469,0.469,0.4575,0.4571,0.4619,0.5763,0.5763,True,False,1,0.469,0.4575,0.4598,0.4598
YFI,YFI/USDT,yfiusdt,6,2,1,9147.32,9543.51,0,1,0,1,9374.32,9266.74,9290.64,9543.51,19374.32,9290.64,9290.64,9543.51,10106.79,10106.79,False,False,0,9692.09,9266.74,9543.51,9301.72
NCT,NCT/USDT,nctusdt,4,6,2,0.031006,0.037319,0,1,1,1,0.02743,0.026028,0.031006,0.045,10000.027275,-9999.967657,0.031006,0.037319,0.015129,0.015129,False,False,0,0.045,0.026028,0.045,0.026733
ARKN,ARKN/USDT,arknusdt,4,6,0,0.008834,0.0,1,2,0,1,0.013995,0.011695,0.011,0.0331,0.0331,0.011,0.011,0.011964,0.011964,0.011964,True,False,1,0.0331,0.011,0.013995,0.012997
ZEC,ZEC/USDT,zecusdt,4,2,0,100.94,0.0,1,2,0,1,110.46,104.62,101.02,111.68,111.68,101.02,101.02,109.6,104.58,104.58,True,False,1,111.68,101.02,110.46,106.58
ICP,ICP/USDT,icpusdt,4,2,0,7.85,8.38,2,1,1,1,8.34,7.99,7.85,8.37,8.37,-9991.75,7.85,8.25,8.33,8.33,False,False,0,8.37,7.99,8.37,8.15
LBA,LBA/USDT,lbausdt,4,6,2,0.0,0.0,1,0,0,0,0.001622,0.001186,0.000987,0.001198,10000.001028,-9999.998712,0.001003,0.001003,0.001003,0.001003,False,False,1,0.0,0.000987,0.001622,0.001301
H2O,H2O/USDT,h2ousdt,4,6,2,0.0,0.0,0,0,0,0,0.619024,0.58,0.596884,0.596884,10000.605999,-9999.400983,0.596884,0.596884,0.596884,0.596884,False,False,0,0.0,0.58,0.605932,0.60043
SNS,SNS/USDT,snsusdt,2,6,1,0.0,0.026501,1,2,1,1,0.024815,0.024815,0.024471,0.026501,10000.024475,0.024471,0.025501,0.026501,0.036195,0.036195,False,False,1,0.024471,0.024471,0.024815,0.024815
FTT,FTT/USDT,fttusdt,4,4,2,29.8057,30.6452,1,2,1,1,30.9308,30.1946,29.235,31.4014,10029.6153,29.235,29.8057,30.5142,31.0929,31.0929,False,False,1,31.4014,29.235,30.9308,30.544
GEAR,GEAR/USDT,gearusdt,4,4,2,0.017,0.023,0,1,1,1,0.0171,0.014,0.017,0.0195,10000.0157,-9999.9808,0.017,0.023,0.0182,0.0182,False,False,0,0.0195,0.014,0.0195,0.0157
PLATO,PLATO/USDT,platousdt,4,6,1,0.0,0.007572,1,2,1,1,0.007339,0.006,0.006006,0.007572,10000.006419,0.006006,0.006251,0.007572,0.003755,0.003755,False,False,1,0.006006,0.006006,0.007339,0.006255
LOOM,LOOM/USDT,loomusdt,2,6,0,0.050864,0.048625,2,1,0,1,0.0536,0.052714,0.051865,0.054915,0.054915,0.051865,0.051865,0.054915,0.04977,0.04977,True,True,0,0.056463,0.052714,0.054915,0.053457
GLM,GLM/USDT,glmusdt,4,4,0,0.2514,0.2616,1,0,1,0,0.3072,0.2675,0.2514,0.2548,0.2548,-9999.73,0.2514,0.2521,0.2496,0.2496,False,False,1,0.2548,0.2514,0.3072,0.2715
DOGE,DOGE/USDT,dogeusdt,2,6,0,0.082596,0.090572,1,2,1,1,0.0867,0.084388,0.082404,0.088018,0.088018,0.082404,0.082404,0.085547,0.088094,0.088094,True,False,1,0.088018,0.082404,0.0867,0.085605
GQ,GQ/USDT,gqusdt,4,6,2,0.0,0.0,2,1,0,1,0.00867,0.007716,0.006139,0.01006,0.01006,0.006139,0.008949,0.01006,0.008949,0.008949,False,True,0,0.009103,0.007716,0.01006,0.0082
UST,UST/USDT,ustusdt,4,4,0,0.0595,0.0614,2,0,1,0,0.0725,0.0639,0.0595,0.0679,0.0679,-9999.9323,0.0595,0.0679,0.1707,0.1707,False,False,0,0.048,0.0639,0.0679,0.0687
INSUR,INSUR/USDT,insurusdt,4,4,1,0.0,0.366,1,2,1,1,0.3685,0.3071,0.295,0.366,10000.3151,0.295,0.3153,0.366,0.1816,0.1816,False,False,1,0.295,0.295,0.3685,0.3307
RSS3,RSS3/USDT,rss3usdt,4,4,2,0.0,0.0,1,2,0,1,0.1383,0.1255,0.1242,0.1367,0.1367,0.1242,0.1242,0.1367,0.1211,0.1211,True,True,1,0.1264,0.1242,0.1383,0.1302
XRP*3,XRP*3/USDT,xrp3lusdt,4,8,0,0.00055589,0.000575,2,1,1,1,0.00058198,0.000576,0.00055589,0.00060306,0.00060306,-9999.999407,0.00055589,0.00056011,0.000615,0.000615,False,False,0,0.00060306,0.000576,0.00060306,0.00058
DFA,DFA/USDT,dfausdt,4,4,2,0.0,0.0,1,0,0,0,0.2586,0.2198,0.2147,0.2512,10000.2139,-9999.7528,0.2142,0.2142,0.2142,0.2142,False,False,1,0.0,0.2147,0.2586,0.2343
CHSB,CHSB/USDT,chsbusdt,4,4,0,0.3106,0.0,1,2,0,1,0.3176,0.3176,0.3124,0.3235,0.3235,0.3124,0.3124,0.31,0.29,0.29,True,False,1,0.3235,0.3124,0.3176,0.3176
ENJ,ENJ/USDT,enjusdt,4,4,0,0.6794,0.7137,2,1,1,1,0.7218,0.7064,0.6794,0.7421,0.7421,-9999.2784,0.6794,0.6975,0.7168,0.7168,False,False,0,0.7421,0.7064,0.7421,0.715
SFUND,SFUND/USDT,sfundusdt,4,4,2,0.0,0.0,0,0,0,0,1.8291,1.3598,1.6992,1.6992,10001.73,-9998.2819,1.6992,1.6992,1.6992,1.6992,False,False,1,0.0,1.3598,1.8291,1.7534
LOOT,LOOT/USDT,lootusdt,4,4,1,0.0,1.1269,0,1,0,0,1.0937,1.0847,1.1124,1.1269,10001.0888,1.1124,1.1214,1.1269,1.1214,1.1214,False,False,0,0.0,1.0847,1.1269,1.0886
DOG,DOG/USDT,dogusdt,4,6,0,0.0,0.0,1,0,0,0,0.00189,0.001521,0.001537,0.001544,0.001544,-9999.998328,0.001544,0.001544,0.001544,0.001544,False,False,1,0.0,0.001537,0.00189,0.001687
DIO,DIO/USDT,diousdt,2,6,2,0.0,0.0,0,1,0,0,0.065723,0.055607,0.061476,0.067345,10000.059739,-9999.939386,0.062152,0.062152,0.062152,0.062152,False,False,0,0.0,0.055607,0.067345,0.059113
ELU,ELU/USDT,eluusdt,4,6,2,0.0,0.0,0,1,0,0,0.075,0.052543,0.055757,0.057308,10000.053679,-9999.943841,0.056142,0.056142,0.056142,0.056142,False,False,0,0.0,0.052543,0.057308,0.053577
STORJ,STORJ/USDT,storjusdt,4,4,0,0.5496,0.5782,1,2,1,1,0.5913,0.5819,0.5741,0.6052,0.6052,0.5741,0.5741,0.6052,0.5362,0.5362,True,True,1,0.6472,0.5741,0.5913,0.591
BICO,BICO/USDT,bicousdt,4,4,2,0.0,0.0,1,2,0,0,0.7937,0.64,0.563,0.7736,10000.5841,0.563,0.6373,0.6373,0.6373,0.6373,False,False,1,0.0,0.563,0.7937,0.6977
